糊味,糊,,
预置,预置,,
刹车,刹车,,
量,,,
上电后,上电,后,
外部,外部,,
温度,温度,,
高发,高发,,
烫,,,
压力,压力,,
降低,降低,,
规定值,规定值,,
阀,阀,,
等待,等待,,
遥控,遥控,,
没,,,
机轮,机轮,,
依然,依然,,
控制,控制,,
传感器,传感器,,
漏油,漏油,,
接地,接地,,
滑跑,滑跑,,
停,,,
稳后,停稳,,
解除,解除,,
松,,,
反复,反复,,
置,,,
若干次,若干,,
应急,应急,,
放,,,
放下,放,,
到位,到位,,
半,,,
检测车,检测车,,
收到,收到,,
锁死,锁死,,
燃亮,,,
电动泵,电动泵,,
停止,停止,,
主,,,
下部,下部,,
根部,根部,,
主控制,,,
盒盒,主控制盒,,
插头,插头,,
凸头,凸,,
卡销,,,
无线电,无线电,,
开关机,开关机,,
蓄电池,蓄电池,,
并网,并网,,
指令,指令,,
响应,相应,,
发电机,发电机,,
建压,,,
缓慢,缓慢,,
长时间,长时间,,
转入,转入,,
单,,,
相变,单相变,,
基础,基础,,
电压,电压,,
安装,安装,,
继电器,继电器,,
连接,连接,,
导线,导线,,
过流,过流,,
烧毁,烧毁,,
外,,,
绝缘层,绝缘层,,
脱落,脱落,,
未烧断,未,烧断,
底板,底板,,
弯边,,,
机上,,,
电流,电流,,
119,,,
A,,,
浆,,,
距增,桨距,增,
器件,器件,,
白色,白色,,
气体,气体,,
时变,时变,,
机构,机构,,
关机,关机,,
爬升,爬升,,
599.1,,,
米,米,,
供电,供电,,
标志,标志,,
变为,变,,
未报,未,报,
成功,成功,,
867.2,,,
两个,两,,
间,,,
跳变,,,
1200,,,
米定,,,
高,定高,,
自动关机,自动关机,,
调压,调压,,
断开,断开,,
调压器,调压器,,
测试,测试,,
电源开关,电源开关,,
下降,下降,,
低压,低压,,
反转,反转,,
姿,,,
跳,,,
变现,变现,,
飞控,飞控,,
切入,切入,,
备份,备份,,
航姿,航姿,,
系统,系统,,
切至,切,,
持续,持续,,
频繁,频繁,,
失速,失速,,
自主,自主,,
后经,,,
人工,人工,,
姿态,姿态,,
历次,历次,,
波动,波动,,
均,,,
峰值,峰值,,
25,,,
操作,操作,,
流程,流程,,
光电,,,
平台,光电平台,,
CCD,CCDL,电荷耦合器件,
正负,,,
调焦,调焦,,
回报,,,
执行,执行,,
情况,情况,,
红外,,,
热像仪,红外热像仪,,
重启,重启,,
转弯,转弯,,
剧烈,剧烈,,
致,,,
跟踪目标,跟踪,目标,
甩动,甩动,,
零位,零位,,
丢失,丢失,,
手动,手动,,
跟踪,跟踪,,
方位角,方位角,,
360,,,
度,,,
无法控制,无法,控制,
高限,高限,,
可见光,,,
摄像机,可见光摄像机,,
内,,,
框架,内框架,,
功能,功能,,
雪花,雪花,,
失效,失效,,
加电,加电,,
图像,图像,,
电视,电视,,
框及,,,
十字架,十字架,,
抖动,抖动,,
小,,,
切,,,
B,,,
柜,,,
边缘,边缘,,
锯齿状,锯齿状,,
模糊,模糊,,
死机,死机,,
变形,变形,,
横向,横向,,
拉伸,拉伸,,
发,,,
关电,,,
90,,,
恢复,恢复,,
找零,,,
位后,零位,,
侦察,侦察,,
忽明忽暗,忽明忽暗,,
遥测,遥测,,
目标,目标,,
短暂,短暂,,
有卡滞,卡滞,,
校正,校正,,
画质,画质,,
好转,好转,,
三次,,,
激光器,激光器,,
激光测距,激光测距,,
数码相机,数码相机,,
加装,加装,,
配套,配套,,
下载,下载,,
设备,设备,,
制冷,制冷,,
装前,,,
机箱,机箱,,
相机,相机,,
拍照,拍照,,
电路板,电路板,,
弹性,弹性,,
垫圈,垫圈,,
小时,小时,,
后主,,,
键,,,
软件,软件,,
跳动,跳动,,
检验,检验,,
错误,错误,,
齿轮,齿轮,,
ku,ku,,
卫,,,
通天,,,
线,卫通天线,,
极限,极限,,
轴有,,,
卫通,卫通,,
机载,机载,,
失锁,失锁,,
功放,功放,,
功率,功率,,
推,,,
饱和,饱和,,
汇流,汇流,,
网后,,,
线能,,,
锁定,锁定,,
下行,下行,,
打开,打开,,
KU,,,
大功率,大,功率,
指标,指标,,
推到,推,,
地面站,地面站,,
帧,帧,,
解调器,解调器,,
链路,链路,,
建立,建立,,
风扇,风扇,,
TX,TX,发送数据,
上行,上行,,
注入,注入,,
密钥,密钥,,
密码,密码,,
通信,通信,,
半小时,,,
应答机,应答机,,
敌我,,,
识别系统,敌我识别系统,,
iff,,,
航管,,,
部门,航管部门,,
1900,,,
m,,,
始终,始终,,
2700,,,
线车,,,
自环载,自环,自环境,
噪比过,载噪比,,
低,,,
调制解调器,调制解调器,,
车壁,车壁,,
右后,,,
上箱,,,
螺栓,螺栓,,
ODU1,,,
调制,调制,,
解调,解调,,
UPS,UPS,不间断电源,
电池,电池,,
有电,,,
ALARM,ALARM,告警,
报警,报警,,
光缆,光缆,,
不通,不通,,
扩频,扩频,,
调制器,扩频调制器,,
载波,载波,,
过低,过低,,
油,,,
机电,,,
瓶,,,
没电,没电,,
油机,油机,,
按键,按键,,
失灵,失灵,,
参数设置,参数,设置,
电源插头,电源插头,,
烧坏,烧坏,,
视频,视频,,
数字,数字,,
记录仪,数字记录仪,,
硬盘,硬盘,,
两次,两,,
发送,发送,,
机柜,机柜,,
网络,网络,,
行不通,不通,,
时断,,,
黑屏,黑屏,,
操作系统,操作系统,,
单元,单元,,
电脑,电脑,,
视距,视距,,
拖车,拖车,,
馈源,馈源,,
信号线,信号线,,
接口,接口,,
拧下,拧下,,
旋钮,旋钮,,
切外,,,
控后,外控,,
席位,席位,,
看不到,看,不到,
C,,,
全向天线,全向天线,,
定向天线,定向天线,,
切换,切换,,
升起,升起,,
收不到,收,不到,
任控,,,
发频,,,
时锁时,锁,,
不锁,不锁,,
规划,规划,,
CMOS,CMOS,CMOS图像传感器,
ERROR,ERROR,报故,错误
北斗,北斗,,
用户,用户,,
机加电,,,
控制柜,控制柜,,
计算机无法,计算机,,
出气,,,
口罩,出气口,,
指示灯,指示灯,,
高频,高频,,
箱,,,
分,,,
外露,外露,,
腐化,腐化,,
时有时无,时有时无,,
视频信号,视频,信号,
BZK,,,
5,,,
选择,选择,,
作模车,,,
第三路,,,
矩阵,矩阵,,
外控线,外控线,,
语音,语音,,
主站,主站,,
外控,外控,,
UPS1,,,
自燃,自燃,,
UPS2,,,
处理软件,处理软件,,
采集,采集,,
较长,长,较长,
矫正,矫正,,
彩色图像,彩色,图像,
情报,,,
站,情报站,,
主机,主机,,
键盘,键盘,,
鼠标,鼠标,,
消音器,消音器,,
脱开,脱开,,
排出,排出,,
备用,备用,,
明显降低,降低,明显,
调节,调节,,
调,,,
损坏,损坏,,
面板,面板,,
电缆,电缆,,
断掉,断掉,,
展开,展开,,
接上,接上,,
手提,手提,,
驱动,驱动,,
箱后,,,
短舱,短舱,,
下罩,下罩,,
孔,孔,,
对齐,对齐,,
上罩,上罩,,
组件,组件,,
罩,,,
桨叶,桨叶,,
表面,表面,,
干涉,干涉,,
中滑油,滑油,,
点火,点火,,
过多,过多,,
不稳,不稳,,
停车,停车,,
困难,困难,,
滑,,,
油箱,滑油箱,,
箱盖,箱盖,,
箱体,箱体,,
之间,之间,,
卡箍,卡箍,,
角片,角片,,
脱焊,脱焊,,
外螺纹,外螺纹,,
溢扣,溢扣,,
导管,导管,,
外套,外套,,
内螺纹,内螺纹,,
受损,受损,,
燃油泵,燃油泵,,
出口,出口,,
管嘴,管嘴,,
胶管,胶管,,
共,,,
个溢扣,,,
放油,放油,,
供油,供油,,
接线柱,接线柱,,
相互,相互,,
端,,,
管路,管路,,
测温仪,测温仪,,
不符,,,
全机,,,
15,,,
消失,消失,,
装机,装机,,
错位,错位,,
使,,,
摇晃,摇晃,,
声响,声响,,
校验,校验,,
300,,,
几分钟,,,
三个,,,
航向,航向,,
横滚,横滚,,
九个,,,
偏大,偏大,,
动态,动态,,
总,,,
静压,静压,,
受,,,
感器,,,
P,,,
管有,,,
微微,微微,,
左,左,,
升降舵,升降舵,,
至备,,,
DSP,,,
中右,,,
卡死,卡死,,
半左右,,,
襟翼,襟翼,,
副,,,
轻微,轻微,,
震颤,震颤,,
依旧,依旧,,
致使,致使,,
前梁,前梁,,
太短,太短,,
端面,端面,,
露出,露出,,
平尾,平尾,,
尾翼,尾翼,,
翼,,,
面上,,,
尾,,,
撑,,,
头部,头部,,
蒙皮,蒙皮,,
抽,,,
钉,,,
左底,,,
用于,,,
总温,,,
规格,规格,,
图纸,图纸,,
机头,机头,,
三通,,,
GLONASS,GLONASS,,
电,,,
搭,,,
铁,搭铁,,
六框,,,
腹板,腹板,,
缺,,,
电搭铁,电搭铁,,
中后,,,
铆接,铆接,,
搭铁未,,,
搭铁,,,
框间,,,
纵梁,纵梁,,
上缘,,,
条处,,,
缺少,缺少,,
雷达,雷达,,
框后,,,
维护,维护,,
粘死,,,
安定,,,
磁力计,磁力计,,
左侧,左侧,,
地板,地板,,
滤波,滤波,,
电容,电容,,
孔位,孔位,,
间距,间距,,
铁片,铁片,,
未开,未开,,
座,,,
粘接,粘接,,
减震,减震,,
胶垫,胶垫,,
肋,,,
段,,,
各缺,,,
8,,,
卡套,卡套,,
尺寸,尺寸,,
加工,加工,,
偏差,偏差,,
太大,,,
长度,长度,,
铁线,铁线,,
尖,,,
槽,,,
水平,,,
面后,水平面,,
墙处,,,
复合材料,复合材料,,
劈裂,劈裂,,
输油泵,输油泵,,
单向阀,单向阀,,
倾斜,倾斜,,
架机,,,
墙上,,,
程度,程度,,
制造,制造,,
偏离,偏离,,
温控,温控,,
机,,,
分层,分层,,
托架,托架,,
管道,管道,,
通孔,通孔,,
通风管,通风管,,
控制器,控制器,,
框中,,,
底座,底座,,
垫块,垫块,,
间隙,间隙,,
空速,空速,,
加温,加温,,
插销,插销,,
孔开,插销孔,,
偏,,,
过孔,,,
橡胶垫,橡胶垫,,
孔未开,,,
套管,套管,,
已,,,
端头,,,
拧,,,
入,,,
深度,深度,,
收放,收放,,
收起,收起,,
时右,,,
滞后,滞后,,
减摆器,减摆器,,
阻尼,阻尼,,
减小,减小,,
作动筒,作动筒,,
做,,,
内筒,内筒,,
上部,上部,,
刮油,,,
环,刮油环,,
脱离,脱离,,
随机振动,随机,振动,
测试仪,测试仪,,
ESS,,,
循环,循环,,
振动,振动,,
撤除,撤除,,
拷机,拷机,,
实验,实验,,
不当,不当,,
19,,,
针,针,,
打火,打火,,
断损,,,
偏高,偏高,,
负载,负载,,
相比,相比,,
偏低,偏低,,
空载,空载,,
日常,日常,,
垂直轴,垂直轴,,
切断,切断,,
动作,动作,,
盒加,,,
电未,加电,,
双,,,
地控,,,
上下行,上下行,上行,下行
AGC,AGC,自动增益控制,
0.1,,,
收发,收发,,
组合,组合,,
保密,保密,,
波段,波段,,
频,,,
综,,,
模块,模块,,
机场,机场,,
Ku,,,
惯导准,惯导,,
航后,,,
传输,传输,,
明码,明码,,
反向,反向,,
起飞前,起飞,起飞前,
轴不受,,,
45,,,
190,,,
度处,,,
不停,不停,,
轴套,轴套,,
顺利,顺利,,
耳片,耳片,,
密封条,密封条,,
联轴器,联轴器,,
同轴,同轴,,
合格,合格,,
空气冷却,空气,冷却,
风罩,风罩,,
撕裂,撕裂,,
端的,,,
横梁,横梁,,
冷却,冷却,,
散热片,散热片,,
覆盖,覆盖,,
下端,下端,,
包裹,包裹,,
翻边,翻边,,
散热,散热,,
效果,效果,,
影响,影响,,
风道,风道,,
恒温,恒温,,
76,,,
换油,换油,,
保养,保养,,
过程中将,过程,过程中,
底部,底部,,
阀门,阀门,,
顶开,,,
滴出,,,
流动,流动,,
开胶,开胶,,
油量,油量,,
标定,标定,,
满位,,,
剩余,剩余,,
供油泵,供油泵,,
加油,加油,,
橡胶圈,橡胶圈,,
常亮,常亮,,
油泵,油泵,,
温,,,
升温,升温,,
过快,过快,,
划痕,划痕,,
电子,电子,,
过高,过高,,
返回地面,返回,地面,
贴均,,,
开裂,开裂,,
失败,失败,,
弯管,弯管,,
螺纹,螺纹,,
扭曲,扭曲,,
盖上,,,
螺帽,螺帽,,
滑丝,滑丝,,
空气,空气,,
排放,排放,,
余,,,
路,,,
漏液,漏液,,
dsp,,,
相联,,,
X1,,,
RS422,,,
针对,针对,,
短路,短路,,
操纵,操纵,,
主通道,主通道,,
备,,,
不动,,,
前脚,前脚,,
零,,,
盒报,,,
控制不了,控制,,
调零舵,调零,,
面时,,,
可用,,,
手,,,
轻易,轻易,,
扳动,扳动,,
32,,,
导,,,
速度,速度,,
着陆时,着陆,,
闪红报,闪红,,
11,,,
报红,报红,,
发抖,发抖,,
综合,综合,,
30,,,
修,,,
20,,,
1000,,,
几小时,小时,,
返航,返航,,
落地,落地,,
处于,,,
直至,直至,,
起飞时,起飞,,
转,,,
滚转,滚转,,
改平段,,,
报惯导,惯导,,
嵌入,嵌入,,
件,,,
装,,,
偏约,,,
mm,,,
6月7日,,,
上单,,,
铁带,,,
搭铁带,搭铁带,,
开孔,开孔,,
三者,,,
后移,,,
相连接,连接,,
铆钉,铆钉,,
销孔,,,
开偏,,,
需补孔,,,
翼根,翼根,,
的上,,,
翼面,翼面,,
缘条,,,
弹垫,弹垫,,
拧紧,拧紧,,
斜边,斜边,,
面,,,
贴合,贴合,,
身上,,,
滑扣,滑扣,,
须,,,
上惯导,惯导,,
协调,协调,,
需,,,
调整,调整,,
机与,,,
旁边,旁边,,
有误,有误,,
需重,,,
铆,,,
前视,,,
摄像头,摄像头,,
玻璃片,玻璃片,,
上盖,,,
盖,,,
孔距,孔距,,
设计,设计,,
可拆卸,拆卸,,
涂装,涂装,,
密封胶,密封胶,,
中罩,中罩,,
镜头,镜头,,
窜动,窜动,,
1.5,,,
舵,舵,,
轴承,轴承,,
锈蚀,锈蚀,,
偏移,偏移,,
扁圆,扁圆,,
六角,,,
自锁,自锁,,
垫片,垫片,,
UHF,UHF,超高频,
天线罩,天线罩,,
各有,,,
框上,,,
掉,,,
内侧,内侧,,
2.5,,,
cm,,,
裂片,裂片,,
突变,突变,,
至满,,,
后飞,,,
表超差,,,
后右,,,
抱死,,,
牵引,牵引,,
SAR,SAR,合成孔径雷达,
成像,成像,,
43,,,
71,,,
空管,,,
收,,,
前联试,联试,,
初始,初始,,
略偏,偏,略偏,
翻转,翻转,,
负,负,,
励磁,励磁,,
5000,,,
旋转,旋转,,
失控,失控,,
6000,,,
激光,激光,,
电控箱,电控箱,,
测距,测距,,
回放,回放,,
原始数据,原始数据,,
读取,读取,,
映射,映射,,
盘,,,
注,,,
发射机,发射机,,
卡,卡,,
卡卡,,,
弹出,弹出,,
超,,,
线锁星,,,
Eb,,,
No,,,
db,,,
断链,断链,,
手转,,,
程序,程序,,
3.5,,,
分机,分机,,
冒火,冒火,,
缸盖,缸盖,,
密封,密封,,
不严,不严,,
热车,热车,,
O型,,,
圈,O型圈,,
无损伤,损伤,,
运转,运转,,
偶然,偶然,,
杂物,杂物,,
碰撞,碰撞,,
损伤,损伤,,
镜检,镜检,,
三组,,,
绕组,绕组,,
四处,,,
断点,断点,,
位于,位于,,
熔融,熔融,,
玻璃封装,玻璃封装,,
太粗,太粗,,
应力,应力,,
腐蚀,腐蚀,,
环境,环境,,
分解,分解,,
合金,合金,,
电刷,电刷,,
电镜,电镜,,
焊接,焊接,,
质量,质量,,
有断,断,,
查看,查看,,
两侧,侧,两侧,
后壳,后壳,,
缺失,缺失,,
运行,运行,,
电阻,电阻,,
拆解,拆解,,
磨损,磨损,,
护套,护套,,
松脱,松脱,,
厂家,厂家,,
最小,小,最小,
14,,,
规程,规程,,
收星颗,收星,,
数少,,,
收星,,,
长,,,
老化,老化,,
后期,后期,,
初始化,初始化,,
该批,,,
产品,产品,,
Ps,ps传感器,,
Pt,pt传感器,,
返厂,返厂,,
精度,精度,,
0.3,,,
经查,经查,,
常温状态,常温,状态,
复现,复现,,
低温,低温,,
表现,表现,,
接通,接通,,
偏航,偏航,,
性能,性能,,
梯度,梯度,,
同步器,同步器,,
线圈,线圈,,
缆线,缆线,,
整形,整形,,
线路板,线路板,,
N2222,,,
三极管,三极管,,
复查,复查,,
延时,延时,,
状况,状况,,
年代久远,年代,久远,
EPROM,EPROM,可擦除可规化式唯读记忆体,
抗干扰,抗干扰,,
GLOASS,,,
频点,频点,,
射频,射频,,
环境温度,环境温度,,
A1,,,
A12,,,
多余,多余,,
电路,电路,,
校零,校零,,
间隔,间隔,,
接线板,接线板,,
电源线,电源线,,
地线,地线,,
连接器,连接器,,
接触,接触,,
簧片,簧片,,
形变,形变,,
屏蔽,屏蔽,,
套,,,
扎破,扎破,,
串口,串口,,
接入,接入,,
设置,设置,,
错误判断,错误,判断,
软件设计,软件设计,,
缺陷,缺陷,,
襟,,,
扰,,,
流片,扰流片,,
复测,复测,,
后续,后续,,
发现异常,发现,异常,
当日,当日,,
惯导后,惯导,,
数量,数量,,
标准值,标准值,,
解算,解算,,
板卡,板卡,,
语句,语句,,
保存,保存,,
TXT,TXT,,
文档,文档,,
接缝处,接缝,,
漆膜,漆膜,,
开,,,
工艺,工艺,,
脱,,,
粘,,,
航迹,航迹,,
夹角,夹角,,
过大,大,过大,
触头,触头,,
AC,AC,交流电,
密封件,密封件,,
部件,部件,,
目视,目视,,
左右侧,左右侧,,
主起,,,
法兰盘,法兰盘,,
区域,区域,,
脱漆,脱漆,,
无损,无损,,
盒内,,,
常开,常开,,
触点,触点,,
粘连,粘连,,
滑环,滑环,,
机载设备,机载设备,,
变流器,变流器,,
接线,接线,,
点,,,
地空,,,
单相,单相,,
静止,静止,,
低频,低频,,
C1,,,
C2,,,
ESR,,,
差异,差异,,
很大,大,很大,
仍,,,
接触不良,接触,不良,
减震器,减震器,,
减振器,减振器,,
限位器,限位器,,
限位,限位,,
电箱,电箱,,
线断,,,
跟踪器,跟踪器,,
位移,位移,,
感应同步器,感应同步器,,
激磁,激磁,,
外壳,外壳,,
扫描,扫描,,
型,,,
敏感,,,
电位器,敏感电位器,,
漂移,漂移,,
编码器,编码器,,
线路,线路,,
轻推,轻推,推,
再现,再现,,
返回,返回,,
不好,不好,,
条纹,条纹,,
摆镜,摆镜,,
外框,外框,,
轴处,,,
主板,主板,,
BIOS,BIOS,,
硬件,硬件,,
冲突,冲突,,
元器件,元器件,,
短,,,
点胶,点胶,,
加固,加固,,
CP,,,
插排,插排,,
锁紧,锁紧,,
信号电缆,信号电缆,,
尼龙,尼龙,,
变频器,变频器,,
增益,增益,,
入口,入口,,
保险,保险,,
低噪,低噪,,
外皮,外皮,,
小孔,小孔,,
变频,变频,,
波形,波形,,
过细,细,过细,
中频,中频,,
误码,误码,,
环测,环测,,
无误,无误,,
模拟,模拟,,
转发器,转发器,,
环码,,,
误测,误测,,
返修,返修,,
期间,期间,,
压控,,,
振荡器,压控振荡器,,
VCO,VCO,电压控制振荡器,
清洗,清洗,,
助焊剂,助焊剂,,
残留,残留,,
吸附,吸附,,
杂质,杂质,,
管壳,管壳,,
污染,污染,,
标识,标识,,
类型,类型,,
字节,字节,,
OON,,,
文件,文件,,
定义,定义,,
分配,分配,,
频段,频段,,
电瓶,电瓶,,
网口,网口,,
卡后,,,
变压器,变压器,,
接反,,,
减速机,减速机,,
发射,发射,,
保险丝,保险丝,,
烧断,烧断,,
芯片,芯片,,
收频,收频,,
分接,分接,,
版本,版本,,
变换器,变换器,,
撤收,撤收,,
预装,预装,,
配,,,
配时,配时,,
修配,修配,,
油封,油封,,
存放,存放,,
充足,充足,,
堵塞,堵塞,,
气门,气门,,
活塞,活塞,,
杆,,,
单边,单边,,
摩擦,摩擦,,
烧蚀,烧蚀,,
推杆,推杆,,
弯曲,弯曲,,
液压,液压,,
挺住,,,
泄漏,泄露,,
单向,单向,,
不锈钢,不锈钢,,
橡胶,橡胶,,
热缩,热缩,,
烧焦,烧焦,,
隐患,隐患,,
零件,零件,,
运输,运输,,
外包装,外包装,,
破损,破损,,
全温,全温,,
监测,监测,,
对外,对外,,
插座,插座,,
插针,插针,,
缩针,缩针,,
异常情况,异常,异常情况,
电气,电气,,
连线,连线,,
器掉,,,
渣,,,
堵转,,,
点位,点位,,
计,,,
管脚,管脚,,
虚焊,虚焊,,
号位,,,
接嘴,,,
F5,,,
开路,开路,,
支撑,支撑,,
润滑,润滑,,
不良,不良,良,
满足要求,满足要求,,
右襟,右襟,,
噪声,噪声,,
液,,,
溴,溴,,
挥发,挥发,,
变质,变质,,
结构,结构,,
增厚,增厚,,
三位,,,
四通,,,
液压泵,液压泵,,
流量,流量,,
交付,交付,,
装配,装配,,
易损件,易损件,,
K2,,,
冷,,,
测试点,测试点,,
确认,确认,,
逐级,逐级,,
K42,,,
变换,变换,,
K3,,,
下卸拔,,,
K34,,,
常闭,常闭,,
触电,触电,,
较长时间,较长,,
氧化,氧化,,
AP1,,,
板级,板级,,
RP2,,,
电位,电位,,
吸合,吸合,,
换,,,
盒后,,,
K41,,,
FP01X,,,
X50,,,
X110,,,
引出,引出,,
相连,相连,,
K43,,,
衰减器,衰减器,,
同步,同步,,
中放,中放,,
微波,微波,,
单片,单片,,
发达,发达,,
器,,,
AP2,,,
中压,中压,,
控,,,
焊盘,焊盘,,
焊针,焊针,,
虚,,,
